Name;NetWorth;Country;Source;Rank;Age;Residence;Citizenship;Status;Children;Education;Self_made;
Muneaki Masuda;01.фев;Japan;retail;2378;70.0;Osaka, Japan;Japan;Married;2.0;Bachelor of Arts/Science, Doshisha University;True;
Andrei Molchanov;01.фев;Russia;construction materials;2378;49.0;Moscow, Russia;Russia;Married;6.0;Masters of Public Administration, Russian State Academy of Management;;
Ulrich Mommert & family;01.фев;Austria;lighting;2378;80.0;;Austria;;;;True;
Taichiro Motoe;01.фев;Japan;Internet services;2378;45.0;Kashiwa, Japan;Japan;;;;True;
Mou Jinxiang;01.фев;China;chemicals;2378;67.0;Taizhou, China;China;;;;True;
Udo Mueller;01.фев;Germany;advertising;2378;59.0;Cologne, Germany;Germany;;;;True;
Nguyen Dang Quang;01.фев;Vietnam;consumer products, banking;2378;57.0;Ho Chi Minh City, Vietnam;Vietnam;Married;3.0;;True;
Simon Nixon;01.фев;United Kingdom;price comparison website;2378;53.0;St. Brelade, Jersey, United Kingdom;United Kingdom;Single;;Drop Out, Nottingham University;True;
Liora Ofer;01.фев;Israel;investments;2378;67.0;Tel Aviv, Israel;Israel;Separated;2.0;;False;
Roberto Ongpin;01.фев;Philippines;diversified;2378;84.0;Manila, Philippines;Philippines;Married;4.0;Master of Business Administration, Harvard University;True;
Eren Ozmen;01.фев;United States;aerospace;2378;62.0;Reno, Nevada;United States;Married;2.0;Master of Business Administration, University of Nevada at Reno;True;
Fatih Ozmen;01.фев;United States;aerospace;2378;63.0;Reno, Nevada;United States;Married;;;True;
Chamath Palihapitiya;01.фев;United States;в…;2378;44.0;Atherton, California;United States;In Relationship;3.0;Bachelor of Engineering, University of Waterloo;True;
Murdaya Poo;01.фев;Indonesia;diversified;2378;80.0;Jakarta, Indonesia;Indonesia;Married;4.0;;False;
G.V. Prasad;01.фев;India;pharmaceuticals;2378;60.0;Hyderabad, India;India;Married;3.0;Bachelor of Science in Engineering, Illinois Institute of Technology;;
Michael Price;01.фев;United States;investments;2378;68.0;Far Hills, New Jersey;United States;Married;4.0;Bachelor of Arts/Science, University of Oklahoma;False;
Qin Qingping & family;01.фев;China;coal & coke;2378;58.0;Dezhou, China;China;Married;;;True;
Qiu Dongxu;01.фев;Canada;pharmaceutical;2378;61.0;Tianjin, China;Canada;;;;True;
Rao Wei & family;01.фев;China;pharmaceuticals;2378;56.0;Shenzhen, China;China;;;Doctorate, Wuhan University of Technology;True;
Andrei Rappoport;01.фев;Russia;investments;2378;57.0;Moscow, Russia;Russia;Married;2.0;Bachelor of Arts/Science, Donetsk National University;True;
Dani Reiss;01.фев;Canada;down jackets;2378;47.0;Toronto, Canada;Canada;Married;;Bachelor of Arts/Science, University of Toronto;False;
Ren Zhengfei;01.фев;China;telecom equipment;2378;77.0;Shenzhen, China;China;;;;True;
Duke Reyes;01.фев;United States;beer distribution;2378;64.0;Palm Beach, Florida;United States;Married;;;False;
Boris Rotenberg;01.фев;Russia;construction, pipes, chemicals;2378;64.0;Moscow, Russia;Russia;Married;5.0;Bachelor of Arts/Science, Leningrad Institute of Physical Culture;True;
Chris Sacca;01.фев;United States;venture capital investing;2378;45.0;Truckee, California;United States;Married;2.0;Bachelor of Arts/Science, Georgetown University;;
Alexander Samwer;01.фев;Germany;tech investments;2378;46.0;Munich, Germany;Germany;Married;1.0;Master of Business Administration, Harvard Business School;;
Marc Samwer;01.фев;Germany;tech investments;2378;50.0;Munich, Germany;Germany;Married;2.0;LLM, University of Cologne;True;
Hajime Satomi;01.фев;Japan;video games, pachinko;2378;79.0;Tokyo, Japan;Japan;Married;3.0;;True;
James Scapa;01.фев;United States;software;2378;64.0;Atherton, California;United States;Married;4.0;Bachelor of Arts/Science, Columbia University;;
Albert Shigaboutdinov;01.фев;Russia;refinery, chemicals;2378;68.0;Kazan, Russia;Russia;Married;2.0;Bachelor of Arts/Science, Kazan State Technical University;True;
Kavita Singhania;01.фев;India;cement;2378;59.0;Chennai, India;India;Widowed;;;False;
Ronald Slabke;01.фев;Germany;fintech;2378;;Berlin, Germany;Germany;;;;True;
Mike Speiser;01.фев;United States;software;2378;50.0;San Francisco, California;United States;Single;;Master of Business Administration, Harvard Business School;;
Michael Steinhardt;01.фев;United States;hedge funds;2378;80.0;Mount Kisco, New York;United States;Married;;University of Pennsylvania;True;
Nik Storonsky;01.фев;United Kingdom;fintech;2378;36.0;London, United Kingdom;United Kingdom;Married;2.0;Master of Science, Moscow Institute of Physics and Technology;True;
Sergei Sudarikov;01.фев;Russia;finance, development;2378;49.0;Moscow, Russia;Russia;Married;3.0;Master of Science, Moscow State University;True;
Winarko Sulistyo;01.фев;Indonesia;paper and pulp;2378;75.0;Jakarta, Indonesia;Indonesia;Married;1.0;;True;
Rustem Sulteev;01.фев;Russia;refinery, chemicals;2378;67.0;Kazan, Russia;Russia;Married;2.0;Bachelor of Arts/Science, Kazan Institute of Civil Engineering;True;
Sam Tarascio;01.фев;Australia;real estate;2378;76.0;Melbourne, Australia;Australia;Married;3.0;;True;
Nutchamai Thanombooncharoen;01.фев;Thailand;energy drinks;2378;59.0;Bangkok, Thailand;Thailand;Married;2.0;Bachelor of Arts/Economics, Silpakorn University;;
Laurie Tisch;01.фев;United States;insurance, NFL team;2378;70.0;New York, New York;United States;Divorced;2.0;;False;
Steven Tisch;01.фев;United States;insurance;2378;72.0;Beverly Hills, California;United States;;5.0;;False;
Robert Toll;01.фев;United States;home building;2378;80.0;Miami Beach, Florida;United States;Married;5.0;Bachelor of Arts/Science, Cornell University;;
Thomas Tull;01.фев;United States;movies, investments;2378;50.0;Pittsburgh, Pennsylvania;United States;Married;;;True;
Thongma Vijitpongpun;01.фев;Thailand;real estate;2378;63.0;Bangkok, Thailand;Thailand;Married;1.0;;True;
Thomas von Koch;01.фев;Sweden;asset management;2378;55.0;Hong Kong, Hong Kong;Sweden;Married;;;True;
Wan Feng & family;01.фев;China;medical equipment;2378;52.0;Shenzhen, China;China;;;;True;
Wang Fuji;01.фев;China;pharmaceuticals;2378;;Zhangzhou, China;China;;;;True;
Wang Jianyi;01.фев;China;fiber optic cables;2378;58.0;Hangzhou, China;China;Married;;Associate in Arts/Science, Zhejiang University of Technology;True;
Wang Qunbin;01.фев;China;conglomerate;2378;;Shanghai, China;China;;;Bachelor of Arts/Science, Fudan University;True;
Wang Ren-sheng;01.фев;Taiwan;retail;2378;89.0;Zhengzhou, China;Taiwan;Married;3.0;National Taitung University;True;
Wang Shumin;01.фев;China;manufacturing;2378;64.0;Beijing, China;China;;;;True;
Allan Wong;01.фев;Hong Kong;electronics;2378;71.0;Hong Kong, Hong Kong;Hong Kong;Widowed;2.0;Bachelor of Science in Engineering, University of Hong Kong;;
Wu Li-gann;01.фев;Taiwan;electronic components;2378;80.0;Kaohsiung, Taiwan;Taiwan;Married;;Bachelor of Arts/Science, Tunghai University;True;
Xiang Guangda;01.фев;China;metals;2378;63.0;Wenzhou, China;China;;;;True;
Xiong Haitao;01.фев;China;plastics/investment;2378;57.0;Guangzhou, China;China;Married;;;True;
Xu Guifen & family;01.фев;China;food;2378;70.0;Nanchang, China;China;Married;;;True;
Yao Liangbo;01.фев;China;furniture retailing;2378;52.0;Guangzhou, China;China;;;;True;
Yi Xianzhong & family;01.фев;China;pharmaceuticals;2378;62.0;Guangzhou, China;China;;;;True;
Yu Xuefeng;01.фев;Canada;pharmaceuticals;2378;58.0;Tianjin, China;Canada;;;;True;
Yuan Jiandong & family;01.фев;China;pharmaceuticals;2378;;Suzhou, China;China;;;Bachelor of Arts/Science, Peking University;;
Alan Zekelman;01.фев;Canada;steel;2378;58.0;Bloomfield Hills, Michigan;Canada;;;Master of Science, University of Rochester;;
Zhang Chuanwei & family;01.фев;China;machinery;2378;58.0;Zhongshan, China;China;Married;;;True;
Zhang Xi;01.фев;China;chemicals;2378;47.0;Dongying, China;China;Married;;Master, University of Houston;True;
Zhang Xuanning;01.фев;China;retail;2378;50.0;Fuzhou, China;China;;;;True;
Zhao Dongping;01.фев;China;technology;2378;44.0;Changsha, China;China;;;;True;
Zheng Jianjiang & family;01.фев;China;electrical equipment;2378;60.0;Ningbo, China;China;Married;;;True;
Zheng Xiaodong;01.фев;China;manufacturing;2378;57.0;Shanghai, China;China;;;;True;
Zhou Minghua;01.фев;China;pharmaceutical;2378;57.0;Linhai, China;China;;;Bachelor of Science, Zhejiang University of Technology;True;
Zhou Ruxin;01.фев;China;Navigation;2378;58.0;Beijing, China;China;;;Master of Business Administration, Beijing University;;
Zhou Wen & family;01.фев;China;chemicals;2378;56.0;Shanghai, China;China;Married;;;True;
Zhou Yifeng & family;01.фев;China;liquefied petroleum gas;2378;42.0;Zhangjiagang, China;China;Married;;;True;
Radhe Shyam Agarwal;01.янв;India;consumer goods;2524;76.0;Kolkata, India;India;Married;3.0;LLB, Calcutta University;;
Danna Azrieli;01.янв;Israel;Real estate;2524;53.0;Herzliya, Israel;Israel;;;;False;
Naomi Azrieli;01.янв;Canada;Real estate;2524;55.0;Toronto, Canada;Canada;;;;False;
Sharon Azrieli;01.янв;Canada;Real estate;2524;60.0;Montreal, Canada;Canada;;;;False;
Bai Houshan;01.янв;China;lithium battery;2524;57.0;Ningbo, China;China;;;;True;
Binny Bansal;01.янв;India;flipkart;2524;38.0;Singapore, Singapore;India;Married;2.0;Bachelor of Science in Engineering, Indian Institute of Technology;True;
Eduardo Belmont Anderson;01.янв;Peru;cosmetics;2524;75.0;Lima, Peru;Peru;Married;3.0;Bachelor of Arts/Science, University of North Carolina, Chapel Hill;True;
John Bicket;01.янв;United States;sensor systems;2524;41.0;San Francisco, California;United States;Married;2.0;Bachelor of Science, Cornell University;;
Sanjit Biswas;01.янв;United States;sensor systems;2524;39.0;San Francisco, California;United States;Married;3.0;Master of Science, Massachusetts Institute of Technology;;
Lloyd Blankfein;01.янв;United States;banking;2524;66.0;New York, New York;United States;Married;3.0;Bachelor of Arts/Science, Harvard University;;
Thomas Bruch;01.янв;Germany;retail;2524;71.0;St. Wendel, Germany;Germany;Married;3.0;;False;
Cai Hongbin;01.янв;China;pharmaceuticals;2524;;Lianyungang, China;China;;;;True;
Cao Jianwei;01.янв;China;semiconductors;2524;42.0;Shangyu, China;China;;;;True;
Chen Jiancheng;01.янв;China;manufacturing;2524;62.0;Shangyu, China;China;Married;;Master of Arts, Zhejiang University;True;
Chen Jinshi & family;01.янв;China;construction, real estate;2524;58.0;Nantong, China;China;Married;;EMBA, Fudan University;True;
Chen Yuantai;01.янв;China;batteries;2524;53.0;Ningde, China;China;;;;True;
Cheng Antares;01.янв;Hong Kong;liquor;2524;63.0;Hong Kong, Hong Kong;Hong Kong;;;;True;
Ron Corio;01.янв;United States;solar;2524;59.0;Albuquerque, New Mexico;United States;Divorced;2.0;;True;
Trudy Shan Dai;01.янв;China;e-commerce;2524;45.0;Hangzhou, China;China;;;;True;
Weili Dai;01.янв;United States;semiconductors;2524;59.0;Las Vegas, Nevada;United States;Married;2.0;Bachelor of Arts/Science, University of California, Berkeley;True;
Henry Davis;01.янв;United States;beef processing;2524;70.0;Omaha, Nebraska;United States;Divorced;;Bachelor of Arts/Science, University of Denver;False;
Charles Dunstone;01.янв;United Kingdom;mobile phones;2524;57.0;London, United Kingdom;United Kingdom;Married;;;True;
Feng Yuxia;01.янв;China;pharmaceuticals;2524;56.0;Beijing, China;China;Married;;;True;
Paul Fireman;01.янв;United States;Reebok;2524;77.0;Brookline, Massachusetts;United States;Married;3.0;;True;
Richard Fortin;01.янв;Canada;convinience stores;2524;72.0;Boucherville, Canada;Canada;;;;True;
Donald Friese;01.янв;United States;manufacturing;2524;80.0;Los Angeles, California;United States;Married;;;True;
Soichiro Fukutake;01.янв;Japan;education;2524;75.0;Auckland, New Zealand;Japan;Married;1.0;Bachelor of Arts/Science, Waseda University;False;
Antonio Gallardo Ballart;01.янв;Spain;pharmaceuticals;2524;85.0;Barcelona, Spain;Spain;Married;3.0;;False;
Jorge Gallardo Ballart;01.янв;Spain;pharmaceuticals;2524;79.0;Barcelona, Spain;Spain;Married;3.0;;False;
Gao Xingjiang;01.янв;China;steel;2524;57.0;Huzhou, China;China;;;;True;
Rahul Gautam;01.янв;India;mattresses;2524;68.0;Delhi, India;India;Married;1.0;;False;
Simona Giorgetta;01.янв;Italy;chemical products;2524;44.0;Milan, Italy;Italy;;;;False;
Anne Gittinger;01.янв;United States;Nordstrom department stores;2524;85.0;Seattle, Washington;United States;Married;2.0;Bachelor of Arts/Science, University of Washington;False;
Gaston Glock & family;01.янв;Austria;guns;2524;92.0;Velden am WГ¶rther See, Austria;Austria;Married;3.0;;True;
Radhe Shyam Goenka;01.янв;India;consumer goods;2524;75.0;Kolkata, India;India;Married;3.0;LLB, Calcutta University;;
David Golub;01.янв;United States;private equity;2524;59.0;New York, New York;United States;;;Bachelor of Arts/Economics, Harvard College;;
Guo Jianqiang;01.янв;China;Electrical appliances;2524;53.0;Foshan, China;China;;;;True;
Polys Haji-Ioannou;01.янв;Cyprus;EasyJet;2524;61.0;Monaco, Monaco;Cyprus;Married;2.0;;False;
Fahed Hariri;01.янв;Lebanon;construction, investments;2524;40.0;London, United Kingdom;Lebanon;Married;3.0;;False;
Ho Kuang-chi;01.янв;Taiwan;Restaurants;2524;58.0;Beijing, China;Taiwan;Married;;;True;
Ming Hsieh;01.янв;United States;Fulgent Genetics;2524;65.0;Los Angeles, California;United States;Married;2.0;Bachelor of Arts/Science, University of Southern California;;
Hu Rongda & family;01.янв;China;chemicals;2524;62.0;Jinhua, China;China;;;;True;
Huang Qiaolong & family;01.янв;China;tourism;2524;61.0;Hangzhou, China;China;Married;;;True;
Mohammed Ibrahim;01.янв;United Kingdom;communications;2524;75.0;London, United Kingdom;United Kingdom;Married;2.0;Bachelor of Arts/Science, University of Alexandria;;
Hedda im Brahm-Droege;01.янв;Germany;investments;2524;66.0;Dusseldorf, Germany;Germany;Married;;;True;
Hiroshi Ishibashi;01.янв;Japan;tires;2524;74.0;Tokyo, Japan;Japan;Married;3.0;;False;
Mitchell Jacobson;01.янв;United States;industrial equipment;2524;70.0;Locust Valley, New York;United States;Married;;Bachelor of Arts/Science, Brandeis University;;
Jiang Xuefei & family;01.янв;China;printed circuit boards;2524;51.0;Shenzhen, China;China;Married;;;True;
Jin Lei & family;01.янв;China;medical equipment;2524;55.0;Changchun, China;China;Married;;;True;
Kenji Kasahara;01.янв;Japan;social network;2524;45.0;Tokyo, Japan;Japan;Married;;Bachelor of Arts/Science, Tokyo University;True;
Richard Kayne;01.янв;United States;investments;2524;75.0;Santa Monica, California;United States;Married;3.0;Bachelor of Arts/Science, Stanford University;;
Chang-soo Kim;01.янв;South Korea;apparel;2524;60.0;Seoul, South Korea;South Korea;;;Bachelor of Science, Yonsei University;True;
Alexander Knauf;01.янв;Germany;building materials;2524;46.0;;Germany;;;;False;
Martin Knauf;01.янв;Germany;building materials;2524;;Berlin, Germany;Germany;;;;False;
Robert Knauf;01.янв;Germany;building materials;2524;;Meerbusch, Germany;Germany;;;;False;
Gennady Kozovoy;01.янв;Russia;coal;2524;69.0;Mezhdurechensk, Russia;Russia;Married;2.0;Bachelor of Arts/Science, Irkutsk Polytechnic Institute;True;
Eduard Kucera;01.янв;Czechia;software;2524;68.0;Prague, Czechia;Czechia;Married;2.0;;True;
Lai Baosheng;01.янв;China;consumer technology;2524;;Shenzhen, China;China;;;;True;
Lai Guogui & family;01.янв;China;machinery;2524;57.0;Hangzhou, China;China;Married;2.0;;True;
Lam Lung On & family;01.янв;China;real estate;2524;56.0;Xiamen, China;China;Married;;;True;
Michiel Le Roux;01.янв;South Africa;banking;2524;71.0;Stellenbosch, South Africa;South Africa;Married;;;True;
Lee Ho-jin;01.янв;South Korea;diversified;2524;58.0;Seoul, South Korea;South Korea;Married;2.0;Master of Business Administration, Samuel Curtis Johnson Graduate School of Management;;
Lee Joong-keun;01.янв;South Korea;construction, real estate;2524;80.0;Seoul, South Korea;South Korea;Married;4.0;Doctorate, Korea University;True;
Manfredi Lefebvre d'Ovidio;01.янв;Italy;cruises;2524;68.0;Monte Carlo, Monaco;Italy;Divorced;1.0;Drop Out, La Sapienza University of Rome;False;
Nancy Lerner;01.янв;United States;banking, credit cards;2524;60.0;Cleveland, Ohio;United States;Married;5.0;Doctor of Jurisprudence, Cleveland State University;;
Norma Lerner;01.янв;United States;banking;2524;85.0;Cleveland, Ohio;United States;Widowed;2.0;;False;
Randolph Lerner;01.янв;United States;banking, credit cards;2524;59.0;Cleveland, Ohio;United States;Married;4.0;Bachelor of Arts/Science, Columbia University;;
Li Qiong;01.янв;China;online games;2524;43.0;Beijing, China;China;Divorced;;Master of Science, Tianjin University;True;
Li Wenmei & family;01.янв;China;medical equipment;2524;58.0;Guangzhou, China;China;Married;;Master, Jilin University;True;
Lim Hariyanto Wijaya Sarwono;01.янв;Indonesia;palm oil, nickel mining;2524;92.0;Jakarta, Indonesia;Indonesia;Married;7.0;;True;
Liu Shenghui;01.янв;China;infant formula;2524;;Tianjin, China;China;;;;True;
